--- ptr=0x0207aff0                       [0x000011c0] (.\src\api\api_savegame.cpp:62, SPWAW_savegame_free)
--- ptr=0x02021f68                       [0x000011c0] (.\src\api\api_savegame.cpp:62, SPWAW_savegame_free)
--- ptr=0x02027d58                       [0x000011c0] (.\src\api\api_savegame.cpp:62, SPWAW_savegame_free)
--- ptr=0x02027de8                       [0x000011c0] (.\src\api\api_savegame.cpp:62, SPWAW_savegame_free)
--- ptr=0x020cd0a0                       [0x000011c0] (.\src\api\api_savegame.cpp:62, SPWAW_savegame_free)
--- ptr=0x02027e78                       [0x000011c0] (.\src\api\api_savegame.cpp:62, SPWAW_savegame_free)
--- ptr=0x02027ec0                       [0x000011c0] (.\src\api\api_savegame.cpp:62, SPWAW_savegame_free)
--- ptr=0x020cd448                       [0x000011c0] (.\src\api\api_savegame.cpp:62, SPWAW_savegame_free)
--- ptr=0x020d1c58                       [0x000011c0] (.\src\api\api_savegame.cpp:62, SPWAW_savegame_free)
--- ptr=0x020d2318                       [0x000011c0] (.\src\api\api_savegame.cpp:62, SPWAW_savegame_free)
--- ptr=0x020d2840                       [0x000011c0] (.\src\api\api_savegame.cpp:62, SPWAW_savegame_free)
--- ptr=0x020d2870                       [0x000011c0] (.\src\api\api_savegame.cpp:62, SPWAW_savegame_free)
--- ptr=0x020d28a0                       [0x000011c0] (.\src\api\api_savegame.cpp:62, SPWAW_savegame_free)
--- ptr=0x020d2948                       [0x000011c0] (.\src\api\api_savegame.cpp:62, SPWAW_savegame_free)
--- ptr=0x020d2a40                       [0x000011c0] (.\src\api\api_savegame.cpp:62, SPWAW_savegame_free)
--- ptr=0x020d2a70                       [0x000011c0] (.\src\api\api_savegame.cpp:62, SPWAW_savegame_free)
--- ptr=0x020d2aa0                       [0x000011c0] (.\src\api\api_savegame.cpp:62, SPWAW_savegame_free)
--- ptr=0x020d5050                       [0x000011c0] (.\src\api\api_savegame.cpp:62, SPWAW_savegame_free)
--- ptr=0x02110650                       [0x000011c0] (.\src\api\api_savegame.cpp:62, SPWAW_savegame_free)
--- ptr=0x021106b8                       [0x000011c0] (.\src\api\api_savegame.cpp:62, SPWAW_savegame_free)
--- ptr=0x002ec650                       [0x000011c0] (.\src\api\api_savegame.cpp:62, SPWAW_savegame_free)
--- ptr=0x002ec680                       [0x000011c0] (.\src\api\api_savegame.cpp:62, SPWAW_savegame_free)
--- ptr=0x002e7cb0                       [0x000011c0] (.\src\api\api_savegame.cpp:64, SPWAW_savegame_free)
--- ptr=0x002e1450                       [0x000011c0] (.\src\api\api_savegame.cpp:67, SPWAW_savegame_free)
